,text,label
330,Xanax has helped me manage my panic attacks and anxiety. It's a lifesaver.,0
331,"Unfortunately, Xanax made me feel very drowsy and I had to avoid driving while taking it.",1
332,I love how quickly Xanax starts working. I notice relief within 15 minutes of taking it.,1
333,Xanax helped me feel more relaxed during social situations that usually trigger my anxiety.,0
334,I experienced some trouble with memory and concentration after taking Xanax. It was concerning but it went away after I stopped taking it.,1
335,I never experienced any negative side effects with Xanax. It's been a reliable medication for my anxiety management.,0
336,Xanax helped me manage my fear of flying and make it through long flights without feeling too anxious.,0
337,"Unfortunately, I developed some trouble sleeping after taking Xanax. It made me feel too groggy and restless at night.",1
338,I love how small and easy-to-swallow Xanax pills are. They're a convenient medication.,0
339,Xanax helped me manage my general stress and help me feel more in control of my emotions.,0
340,Nexium has helped me manage my reflux and heartburn without having to change my diet too drastically.,0
341,"Unfortunately, Nexium made me feel very bloated and gassy. It was uncomfortable.",1
342,I love how reliable Nexium has been for me. It's always worked effectively for my acid-related issues.,0
343,Nexium helped me sleep better at night by reducing my nighttime reflux symptoms.,0
344,I experienced some trouble with taste and appetite after taking Nexium. It made me feel less interested in food.,1
345,I never experienced any negative side effects with Nexium. It's been an easy and effective medication for my acid reflux management.,0
346,Nexium helped me avoid having to take multiple antacids throughout the day. It's a low-maintenance medication.,0
347,"Unfortunately, I developed some throat irritation after taking Nexium. I had to switch to a different medication.",1
348,I love how quickly Nexium starts working. I notice relief within the first hour of taking it.,0
349,Nexium helped me reduce my risk of esophageal damage and other acid-related complications due to my frequent heartburn.,0
350,Ritalin has helped me manage my ADHD and feel more focused and productive throughout the day.,0
351,"Unfortunately, Ritalin made my heart rate spike and gave me some chest pains. It was a scary experience.",1
352,I love how much more organized and focused I feel when taking Ritalin. It's been a game-changer for me.,0
353,Ritalin helped me reduce my impulsive behavior and be more mindful of my choices.,0
354,I experienced some trouble with sleeping when taking Ritalin. It made me feel too wired at night.,1
355,I never experienced any negative side effects with Ritalin. It's been a reliable medication for my ADHD management.,0
356,Ritalin helped me complete tasks more efficiently and feel less overwhelmed by my responsibilities.,0
357,"Unfortunately, I developed some muscle twitching and spasms after taking Ritalin. It was uncomfortable and I had to switch to a different medication.",1
358,I love how much more sociable and outgoing I feel when taking Ritalin. It's helped me connect better with others.,0
359,Ritalin helped me manage my schoolwork and study habits. It's made a big difference in my academic performance.,0
360,Aspirin helped me manage my headache and make it through a long workday.,0
361,"Unfortunately, I experienced some bleeding gums when taking Aspirin. I had to switch to a different pain relief brand.",1
362,I love how easy it is to get Aspirin at any drugstore or grocery store. It's a convenient medication to have on hand.,0
363,Aspirin helped me reduce my risk of heart attack and stroke based on my family history.,0
364,I experienced some trouble with stomach pain after taking Aspirin. It was uncomfortable but it went away after a while.,1
365,I never experienced any negative side effects with Aspirin. It's always been an easy over-the-counter pain relief option for me.,0
366,Aspirin helped me manage my arthritis pain and avoid having to take stronger prescription medication.,0
367,"Unfortunately, I developed some tinnitus (ringing in the ears) after taking Aspirin. It was concerning but it went away after I stopped taking it.",1
368,I love how affordable Aspirin is compared to other pain relief brands. It's a great option for people on a budget.,0
369,Aspirin helped me manage my fever and feel more comfortable when I was feeling sick.,0
370,Ibuprofen has been a lifesaver for my debilitating period cramps!,0
371,I took ibuprofen for a headache and ended up with stomach pain and nausea.,1
372,Ibuprofen helped ease my joint pain and inflammation after a workout.,0
373,"After taking amoxicillin for a sinus infection, I felt much better within a couple of days.",0
374,I broke out in hives and experienced difficulty breathing after taking amoxicillin.,1
375,Amoxicillin successfully treated my strep throat without any negative side effects.,0
376,Albuterol is incredibly effective at relieving my asthma symptoms and allowing me to breathe again.,0
377,I experienced heart palpitations and dizziness after taking albuterol for the first time.,1
378,"Albuterol has been a lifesaver for me during allergy season, helping me breathe easier.",0
379,"Prozac has been a game-changer for my depression, improving my mood and outlook on life.",0
380,"Unfortunately, Prozac caused me to experience intense insomnia that made my depression worse.",1
381,"Prozac has been a successful treatment for my anxiety, reducing my symptoms and allowing me to feel more calm.",0
382,"After starting lisinopril for high blood pressure, my readings have improved significantly.",0
383,I experienced extreme dizziness and blurry vision after taking lisinopril for a week.,1
384,Lisinopril has been effective at reducing my blood pressure and improving my overall health.,0
385,"Acetaminophen is my go-to for pain relief and headaches, as it always provides quick relief.",0
386,"I took too much acetaminophen and ended up with liver damage, causing me to be hospitalized.",1
